Business Name,Tier,Business Type,Street Address,Zip,Neighborhood,Phone,Website,Owner or Manager Full Name,Owner Title,Owner Email,General or Info Email,Instagram Handle,Staff Count,Staff Count Source,Booking Software,Booking Software Source,Google Rating,Google Review Count,Multi Location,Notes
Taglia Di Capelli Salon,,hair salon,1804 N Halsted St,60614,Lincoln Park,(312) 664-1004,,,,,,,,unverified,unknown,https://www.yelp.com/biz/taglia-di-capelli-salon-and-boutique-chicago-2,,,no,
Teez'd Hair Salon,,hair salon,2504 N Racine Ave,60614,Lincoln Park,(773) 528-8994,http://www.teezdhair.com,,,,teezdsalon@yahoo.com,,,unverified,phorest,http://www.teezdhair.com/,,,no,"Yelp specialties references stylist Instagram handles ""hairbymeggriffin"" and ""hairbyhaley32"" beyond owner Danielle - suggests a team of ~3, unconfirmed."
Thai Blossom Traditional Thai Massage,,beauty and wellness,1936 N Clark St,60614,Lincoln Park,(312) 566-8424,https://thaiblossomchicago.com,,,,,,,unverified,unknown,https://thaiblossomchicago.com,4.9,102,no,
The Fitz Aesthetic Club,,beauty and wellness,1656 N Wells St,60614,Lincoln Park,(312) 643-1333,http://www.thefitzmed.com,Suzie Carroll,co-owner,,,@thefitz,,unverified,boulevard,https://www.joinblvd.com/b/the-fitz/widget#/locations,4.8,237,yes (2),"Roster of 14 appears company-wide (yes (2)); per-location count unverified, source: http://www.thefitzmed.com/pages/about; roster spans 2 locations (this Wells St address + a North Shore/Kenilworth location) -- the team page does not split staff by site, so this count may include North Shore-only staff; a separate testimonial/transformations section on the site names an additional provider (Mai McKeon, Aesthetic NP) not present on the official team roster, suggesting possible staff churn -- verify headcount before use; Co-owner: Michelle Shetty"
The L Beauty Spot and Dry Bar Hair Salon,,hair salon,"932 W Diversey Pkwy, Fl 1",60614,Lincoln Park,(773) 825-5054,,,,,,,,unverified,vagaro,https://www.vagaro.com/thelbeautyspotanddrybar,5,65,no,
The Mint Room Thai Massage & Therapeutic Table Massage,,beauty and wellness,2732 N Clark St,60614,Lincoln Park,(773) 719-9193,,,,,,,,unverified,unknown,https://www.yelp.com/biz/the-mint-room-thai-massage-and-therapeutic-table-massage-chicago,4.9,37,no,
The NOW Massage Lincoln Park,,beauty and wellness,2038 N Halsted St,60614,Lincoln Park,(773) 614-7971,,,,,,,,unverified,unknown,https://www.yelp.com/biz/the-now-massage-lincoln-park-chicago-4,4.8,441,yes (90+),actively hiring; Website listed on Yelp (thenowmassage.com) looks like a different business; removed
The Nail House,,nails,"1611 N Clybourn Ave, Fl 2",60614,Lincoln Park,(773) 600-4202,,,,,,,,unverified,unknown,https://www.yelp.com/biz/the-nail-house-chicago-4,3.9,47,no,
The One Spa,,beauty and wellness,2358 N Clybourn Ave,60614,Lincoln Park,(773) 779-1111,http://www.THEONESPA-CHICAGO.COM,,,,chicagotheone1@gmail.com,,,unverified,acuity,https://blueprintcatalogen.as.me/,,,no,
Third Coast Reflexology,,beauty and wellness,"561 W Diversey Pkwy, Ste 212",60614,Lincoln Park,(312) 545-8699,http://www.thirdcoastreflexology.com,,,,,,,unverified,unknown,http://www.thirdcoastreflexology.com,5,3,no,
Threading Point Luxe,,lash and brow,1532 W Fullerton Ave,60614,Lincoln Park,(773) 799-8573,https://threadingpointsalon.wixsite.com/1532/1532,Ayesha Sultana,owner,,threadingpointsalon@gmail.com,@threadingpointsalon,,unverified,booksy,https://booksy.com/en-us/rwg/216371_?variantId=17970002&date=2026-09-04T10:00,4.4,213,no,"only the owner's name is confirmed on site; no additional staff roster found, possibly solo but unconfirmed"
Threading Waxing & Spa,,lash and brow,440 W Diversey Pkwy,60614,Lincoln Park,(773) 661-9995,,,,,,,,unverified,unknown,https://www.yelp.com/biz/threading-waxing-and-spa-chicago-3,,,no,
Timeless Med Spa,,beauty and wellness,2623 N Halsted St,60614,Lincoln Park,(248) 840-7853,,,,,,,,unverified,booksy,https://booksy.com/en-us/s/skin-care/18245_glenview?businessesPage=22,,,no,
Tony’Z Massage Therapy,,beauty and wellness,"2706 N Halsted St, Ste B",60614,Lincoln Park,(224) 456-0126,,,,,,,,unverified,unknown,https://www.yelp.com/biz/tony-z-massage-therapy-chicago,4.9,44,no,
Trianon Salon,,hair salon,651 W Armitage Ave,60614,Lincoln Park,(312) 951-8401,https://www.trianonsalon.com,Pam Orfanos,co-owner,,,@trianonsalon,,unverified,zenoti,https://trianonsalon.zenoti.com/webstoreNew/services/2099462e-ebdb-40da-8259-d52ef0377040,4.8,238,no,Hiring (per website); Co-owner: Tara James
Trim,,lash and brow,2503 N Lincoln Ave,60614,Lincoln Park,(773) 525-8746,https://www.trimwax.com,,,,,@trimwax,,unverified,vagaro,https://www.vagaro.com/us04/trimlincolnpark,4.8,114,yes (2),"Voted 'Best Custom Waxing' 2011 by Chicago Magazine; late-night, BYOB waxing salon."
Trixie Girl Blow Dry Bar - Lincoln Park,,hair salon,837 W Diversey Pkwy,60614,Lincoln Park,(773) 698-8499,http://www.trixiegirlblowdrybar.com,,,,,@trixiegirlblowdrybar,,unverified,booker,https://go.booker.com/location/trixiegirlsalon/buy,,,yes (3),
Wellness Foot Spa,,beauty and wellness,1713 N Clybourn Ave,60614,Lincoln Park,(773) 828-1333,http://www.wellnessfootspachicago.com,,,,,,,unverified,unknown,http://www.wellnessfootspachicago.com,4.5,311,no,
Wellness Nail Spa,,nails,1358 W Webster Ave,60614,Lincoln Park,(773) 935-1010,,,,,,,,unverified,unknown,https://www.yelp.com/biz/wellness-nail-spa-chicago-2,,,no,
Zara Salon,,lash and brow,"559 W Diversey Pkwy, Fl 1st",60614,Lincoln Park,(773) 799-8874,,,,,,,,unverified,unknown,https://www.yelp.com/biz/zara-salon-chicago,4.4,92,no,
Zenails,,nails,2258 N Lincoln Ave,60614,Lincoln Park,(773) 529-9659,,,,,,,,unverified,unknown,https://www.yelp.com/biz/zenails-chicago,4.9,194,no,
Zindaa Nail,,nails,537 W Diversey Pkwy,60614,Lincoln Park,(773) 697-3647,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/zindaa-nails-salon-v7roerpb/all-offer?pId=805523,4.3,99,no,"Existing Fresha user, payments-attach conversation?"
iBeauty Clinic,,beauty and wellness,3718 N Ashland Ave,60614,Lincoln Park,(312) 888-6924,http://www.ibeautyclinic.net,Neema Bayran,owner,,,@ibeautyclinic,,unverified,booker,https://go.booker.com/location/ibeautyclinic/service-menu,4.3,96,no,"Physician-led med spa (Dr. Neema Bayran); Yelp names staff (Esthetician Gity, Assistant Manager/Esthetician Arzeo) but this is outside the sanctioned roster-evidence set (booking/team/website/IG), and team pages 404'd, so left unverified."
Epoch Studio Salon - Chicago,1,hair salon,1849 W N Ave,60622,Wicker Park / Ukrainian Village,(312) 224-1700,https://epochchicago.com,,,,,@epochchicago,14,https://epochchicago.com/the-team,unknown,https://epochchicago.com,4.9,475,no,"Actively hiring; certified Green Salon (1251 lbs diverted 2025); team-page text was scraped with formatting noise, headcount is best-effort"
Bang! Salon,1,hair salon,1259 N Milwaukee Ave,60622,Wicker Park / Ukrainian Village,(773) 276-9414,http://www.bangsalonchicago.com,Eli Mancha,owner,,bangsalonchicago1@gmail.com,@Bangsalonchicago,11,https://www.bangsalonchicago.com/about/,boulevard,http://www.bangsalonchicago.com,4.9,493,no,Hiring (per website); Owner voted Best Hairstylist in Chicago 2024; 3x Best Salon nominee (Chicago Reader) 2023-2025; Wicker Park Bucktown Legacy Award.
Fringe,1,hair salon,1656 W Cortland St,60622,Wicker Park / Ukrainian Village,(773) 862-1000,http://www.fringechicago.com,,,,,@fringechicago,11,http://www.fringechicago.com,phorest,https://phorest.com/book/salons/fringe,,,no,"moved from Wicker Park (est. 2002) to Bucktown in Jan 2026; named 'Best Salon in Chicago' by Allure per IG bio; currently hiring (site nav includes 'Now Hiring', website_hiring true); Yelp owner display name 'Dawn B.' matches team-list first name 'Dawn' but no full last name found; team list is first-names-only -- 'Alexis Austin' may be one two-part name rather than two separate people, count could be 10 instead of 11"
Meraki Room,1,hair salon,935 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 687-8107,http://www.merakiroomchicago.com,Diana Monteleone,co-owner,,hello@merakiroomchicago.com,@merakiroomchicago,9,http://www.merakiroomchicago.com/team,phorest,http://www.merakiroomchicago.com,4.9,198,no,"Davines-exclusive salon, est. 2017; actively hiring. Team page text was garbled in scraping - one name (Claire Callahan) had an unclear role and was excluded from the count out of caution."
Chicago Avenue Salon,1,hair salon,1941 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 421-0336,http://www.chicagoavenuesalon.com,,,,info@chicagoavenuesalon.com,@chicagoavenuesalon,7,http://www.chicagoavenuesalon.com/our-team,meevo,https://na0.meevo.com/FiveStarRatingApp/five-star-rating?t=102151&l=104656,,,no,"Actively hiring (WE'RE HIRING nav); certified sustainable salon, founded 2005."
Nomobo Salon,1,hair salon,1425 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(773) 698-8401,http://www.nomobosalon.com,,,,,@nomobosalon,7,https://www.nomobosalon.com/meet-us/,unknown,http://www.nomobosalon.com,4.9,62,no,Stylists appear to book independently (one uses mindbody); no shared salon booking tool confirmed
Oko Salon,1,hair salon,1107 N California Ave,60622,Wicker Park / Ukrainian Village,(773) 939-1665,https://www.okosalon.com,Ania Lisikiewicz,co-owner,,,@okosalon,7,https://www.okosalon.com/team,unknown,https://www.okosalon.com,4.9,131,no,"A gift-card link suggests square, but the Book button destination was not captured; Currently hiring (per website 'Join our Team' page); Co-owner: Brad Hough"
Enfuse Medical Spa,1,beauty and wellness,1645 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 904-8310,https://www.enfusemedspas.com,Bernard Gran,owner,,,@enfusemedicalspa,6,https://www.enfusemedspas.com/medical-spa-practice-chicago/team-members/,aesthetic record,https://enfusemedicalspaandhairrestoration.myaestheticrecord.com/online-booking/book-appointment,4.7,175,no,
The Circle Salon,1,hair salon,2135 W Division St,60622,Wicker Park / Ukrainian Village,(773) 715-1026,http://thecirclesalon.com,,,,contactus@thecirclesalon.com,@thecirclesalon,6,http://thecirclesalon.com/about,boulevard,http://thecirclesalon.com,5,170,no,Actively hiring (JOIN OUR TEAM); past Elle Magazine Top 100 Salons recognition
Beautify CHI Medspa,2,beauty and wellness,"830 N Ashland Ave, Ste 1S",60622,Wicker Park / Ukrainian Village,(312) 796-3949,http://www.beautifychi.com,,,,info@beautifychi.com,@beautify_chi_medspa,4,http://www.beautifychi.com/our-team,meevo,https://na2.meevo.com/customerportal/advanced/ob?tenantId=502112,5,124,no,"Reopened under new ownership in 2023 with expanded services (Morpheus8, TruSculpt, TruFlex). The Medical Director's title reads administratively but the bio describes him as clinically active in aesthetics - counted with medium confidence."
H Med Spa,2,beauty and wellness,"1755 W North Ave, Ste 103",60622,Wicker Park / Ukrainian Village,(773) 697-8316,http://www.hmedicalspa.com,,,,1755chi@hmedicalspa.com,@hmedspa_chicago,4,http://www.hmedicalspa.com/about-us,unknown,http://www.hmedicalspa.com,4.9,74,no,Reviews consistently praise natural-looking Botox results and the HydraFacial treatment.
Sogna di Vita,2,hair salon,914 N Damen Ave,60622,Wicker Park / Ukrainian Village,(872) 206-8180,https://www.sognadivitasalon.com,Crystal Trower,owner,,hello@sognadivitasalon.com,@sognadivitasalon,3,https://www.sognadivitasalon.com/dream-team,vagaro,https://www.vagaro.com/Users/BusinessWidget.aspx?enc=MMLjhIwJMcwFQhXLL7ifVMGw7Vg/JBbsQNdp1RgtYdUquAGESdeQxngqIyqjwk1MKdE5XvYK8i/FFM3vWhmmrsbOmJBNNItXc5G1BOwCGrtTt1j9P6QPpUemlNMCPcRzOlad6dt0w5ajtfFbsTAcDZ1aVlfzCbqFO24qmhdDU4uzc59lIG1P0fb8p0+yeMSyfM6HIwA1sQexLrxm1AH7lk9oz2RVbl/WIR8KQgZT/or0U80YB3Iwtx/BfSDbiQu8akk9CwiMMn5k6bsxcTzSGIjOUK5g2gKznlM414qlR2r4Z6XdobLrLeBZJJCAuum0UwJ8GfIoBWn+2jAVQ86RHA==&c_type=tab,,,no,Actively hiring.
17 Nails,,nails,2648 W Division St,60622,Wicker Park / Ukrainian Village,(773) 666-5100,,,,,,,,unverified,unknown,https://www.yelp.com/biz/17-nails-chicago-2,3,50,no,
3 In 1 Nails and Spa,,nails,"1624 W Division St, Ste D",60622,Wicker Park / Ukrainian Village,(773) 661-1781,,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/799798_3-in-1-nails-spa_nail-salon_18229_chicago?rwg_token=AE37R_iRrMsxBQ1Ybze8EuF76YN1nVb5STOiVStv4AYSubdlyNnwn-SN-h7ZhtIrrVOWoBOCvetRnvss7g1tCKnBQ2LzdOmjhg%3D%3D,4.2,157,no,
3 Sinks,,hair salon,"2204 West Chicago Ave, Ste 1",60622,Wicker Park / Ukrainian Village,(872) 808-2196,,,,,,,,unverified,unknown,https://www.yelp.com/biz/3-sinks-chicago,,,no,
Aligned Wax & Skin Experts,,beauty and wellness,929 N Damen Ave,60622,Wicker Park / Ukrainian Village,(331) 803-1077,,,,,,,,unverified,unknown,https://www.yelp.com/biz/aligned-wax-and-skin-experts-chicago-2,5,6,no,
Amoura Beauty,,lash and brow,1723 West North Ave,60622,Wicker Park / Ukrainian Village,(971) 243-2573,,,,,,,,unverified,unknown,https://www.yelp.com/biz/amoura-beauty-chicago,,,no,
Art + Science,,hair salon,1554 N Milwaukee Ave,60622,Wicker Park / Ukrainian Village,(773) 227-4247,http://artandsciencesalon.com,Paul Wilson,owner,,artsciencelogan@gmail.com,@artandsciencesalon,,unverified,unknown,http://artandsciencesalon.com/,4.9,34,yes (3),"Roster of 5 appears company-wide (yes (3)); per-location count unverified, source: https://artandsciencesalon.com/about/; Currently hiring (per website); team roster spans 3 locations (West Loop, Evanston, Logan Square), not confirmed specific to this address."
Art PM,,lash and brow,833 N Western Ave,60622,Wicker Park / Ukrainian Village,(773) 577-3963,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/art-pm-v43a4drj/all-offer?id=243770&pId=227727&rwg_token=AE37R_gGeTRPlNfU8tN60yYkh8MH5r8QyJPCmiWGx0PAUpX0HumaVdKtKRkzzr0mrFJq8IC36VHAR4KoKsskUpeT84cqJW2GCg%3D%3D,4.8,87,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user, Google booking link routes to fresha.com"
Ashland Spa,,beauty and wellness,1635 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(773) 340-9999,,,,,,,,unverified,unknown,https://www.yelp.com/biz/ashland-spa-chicago,4.5,40,no,
Baci Hair & Nail Salon,,hair salon,947 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(773) 227-6399,http://www.bacihairandnailsalon.com,,,,bacihairandnailsalon@gmail.com,@BaciHairAndNailSalon,,unverified,unknown,http://www.bacihairandnailsalon.com,4.6,352,yes (2),Expanded to a second location (Oak Park); serving Ukrainian Village/Wicker Park + Oak Park for 12+ years.
Bare Glow Spa,,beauty and wellness,"1200 N Ashland Ave, Ste 206B, Buzzer 206",60622,Wicker Park / Ukrainian Village,(773) 234-6351,http://www.bareglowspa.com,,,,bareglowspa@gmail.com,,,unverified,unknown,http://www.bareglowspa.com,4.9,36,no,
Beyoutiful Body Intentions,,beauty and wellness,1905 W Division St,60622,Wicker Park / Ukrainian Village,(872) 227-6013,,,,,,,,unverified,unknown,https://www.yelp.com/biz/beyoutiful-body-intentions-chicago,,,no,
Brazilian Waxing,,lash and brow,"1200 N Ashland Ave, Ste 401A",60622,Wicker Park / Ukrainian Village,(773) 250-6929,https://www.brazilianwaxingco.com,,,,brazwaxingco@gmail.com,@brazilianwaxingco,,unverified,square,https://squareup.com/appointments/book/F5W7ZM497RGSW/brazilian-waxing-co-chicago-il,,,no,
Brows Threading,,lash and brow,1341 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(312) 363-3854,http://www.browsthreading.biz,Sunny Patel,co-owner,,browsthreading@outlook.com,,,unverified,none,http://www.browsthreading.biz,5,41,yes (3),Opened 2026 (per Yelp); New third location (Wicker Park) just opened; other locations date to 2012.
Casanova Salon,,hair salon,1708 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(872) 802-4591,http://www.casanovasalon.com,,,,,,,unverified,unknown,http://www.casanovasalon.com,4.9,133,no,
Celebrity Lashes,,lash and brow,1523 N Western Ave,60622,Wicker Park / Ukrainian Village,(312) 259-0390,https://celebritylashe.com,Valentyna Parashchak,owner,,,@celebritylashes_chicago,,unverified,fresha,https://www.fresha.com/a/celebrity-lashes-beauty-bar-chicago-1523-north-western-avenue-hcat42px/booking?pId=323349&cartId=2b26628b-4ba0-45f1-b913-cbb44666e1c5,4.9,215,yes (2),"Roster of 11 appears company-wide (yes (2)); per-location count unverified, source: https://celebritylashe.com/team/; Existing Fresha user, payments-attach conversation?; Team roster (11 named) isn't split by location, and the business has 2 Chicago locations per Yelp, count may span both sites. Actively hiring; accepts crypto payments."
Clean Your Dirty Face - Wicker Park,,beauty and wellness,1642 W Division St,60622,Wicker Park / Ukrainian Village,(773) 941-7741,https://www.cleanyourdirtyface.com/chicagowickerpark,,,,info@cleanyourdirtyface.com,@cleanyourdirtyface,,unverified,unknown,https://www.cleanyourdirtyface.com/chicagowickerpark,4.7,137,yes (35+),"A gift-card link suggests mindbody, but the Book button destination was not captured; National facial franchise (35+ locations per IG); this location's roster isn't published online."
Curvy Expektations,,beauty and wellness,1103 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(331) 223-7050,,,,,,,,unverified,unknown,https://www.yelp.com/biz/curvy-expektations-chicago,4.5,17,no,
Dermalicious Med Spa,,beauty and wellness,"2038 W Division St, Unit B",60622,Wicker Park / Ukrainian Village,(773) 807-3777,,,,,,,,unverified,unknown,https://www.yelp.com/biz/dermalicious-med-spa-chicago,5,4,no,
East Rhythm,,beauty and wellness,1631 N Ashland,60622,Wicker Park / Ukrainian Village,(773) 235-2588,,,,,,,,unverified,unknown,https://www.yelp.com/biz/east-rhythm-chicago,4.1,12,no,
Eco Nail Salon,,nails,2038 W Division St,60622,Wicker Park / Ukrainian Village,(773) 697-4941,,,,,,,,unverified,unknown,https://www.yelp.com/biz/eco-nail-salon-chicago,4.3,189,no,
Fantasy Nail Salon,,nails,1743 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 799-8453,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/fantasy-nail-salon-t1zx9my2/all-offer?pId=1070377,4.5,72,no,"Existing Fresha user, payments-attach conversation?; existing Fresha user"
Flawless body Studio,,beauty and wellness,1710 W North Ave,60622,Wicker Park / Ukrainian Village,(312) 631-6453,https://www.flawlessbodystudio.com/bodycontouring,,,,,,,unverified,unknown,https://www.flawlessbodystudio.com/bodycontouring,5,2,no,Website appears parked/inactive (GoDaddy placeholder) - verify still operating.
Flirty Fingers Nail Studio,,nails,2629 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(708) 357-0798,,,,,,,,unverified,unknown,https://www.yelp.com/biz/flirty-fingers-nail-studio-chicago,5,9,no,
Flow Beauty,,beauty and wellness,929 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 474-2877,,,,,,,,unverified,unknown,https://www.yelp.com/biz/flow-beauty-chicago,5,18,no,
Great Clips,,hair salon,1238B N Ashland Ave,60622,Wicker Park / Ukrainian Village,(773) 252-2372,http://www.greatclips.com/salons/1085,,,,,@greatclips,,unverified,unknown,http://www.greatclips.com/salons/1085,4,197,yes (4400+),
Great Lakes Spa,,beauty and wellness,1337 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(312) 877-1431,http://www.greatlakesspachicago.com,,,,,,,unverified,none,http://www.greatlakesspachicago.com,4.7,138,no,
Honey Nail Salon,,nails,1621 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 746-2450,https://HoneyNailSalon.as.me,,,,,,,unverified,acuity,https://app.acuityscheduling.com/schedule.php?owner=29631719,4.8,127,no,"Acuity booking lists 7 named calendars (https://app.acuityscheduling.com/schedule.php?owner=29631719), visible only inside the widget, so not counted"
House of Lashes,,lash and brow,1347 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(773) 698-7030,http://www.chicagohouseoflashes.com,Edimar Camaioni,owner,,,,,unverified,unknown,http://www.chicagohouseoflashes.com,4.9,35,yes (2),"Count removed after audit: team page is a chain-wide template (Chicago + Naples FL) with identical bios; Chicago + Naples FL locations; actively hiring. Team-page bios are identical templated boilerplate for each person, so treat the named roster with some caution."
IVI Aesthetics & Wellness,,beauty and wellness,910 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 992-0331,http://www.iviaestheticswellness.com,Helen Papantoniou Pfeifle,owner,helen@iviaestheticswellness.com,helen@iviaestheticswellness.com,@iviaestheticswellness,,unverified,aesthetic record,https://envxz.myaestheticrecord.com/login,5,60,no,
Indique Hair,,hair salon,945 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(312) 624-8190,https://www.indiquehair.com/chicago.html,,,,,@iloveindique,,unverified,unknown,https://www.indiquehair.com/chicago.html,4.3,164,no,"Hiring (per website); Hair-extensions retail/wholesale brand, not a service-provider salon - verify actual service offering at this address."
Infinite Beauty,,beauty and wellness,837 N Western Ave,60622,Wicker Park / Ukrainian Village,(312) 473-1738,,,,,,,,unverified,unknown,https://www.yelp.com/biz/infinite-beauty-chicago,,,no,Website listed on Yelp (chicagocomputerland.com) looks like a different business; removed
J W Rejuvenating Massage,,beauty and wellness,2625 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 539-3029,,,,,,,,unverified,unknown,https://www.yelp.com/biz/j-w-rejuvenating-massage-chicago-2,4.2,5,no,
JPN Nails Studio,,nails,852 N Ashland Ave,60622,Wicker Park / Ukrainian Village,(872) 258-7941,http://www.jpn-nails-studio.com,,,,jpnprofnails@gmail.com,@jpn_nails_studio,,unverified,vagaro,https://www.vagaro.com/jpnnailsstudio/book-now,4.9,150,no,"Website copy says studio ""is now open!"", appears newly launched"
Jasmine Lashes Studio,,lash and brow,1723 W North Ave,60622,Wicker Park / Ukrainian Village,(570) 800-9748,,,,,,,,unverified,unknown,https://www.yelp.com/biz/jasmine-lashes-studio-chicago,4.7,14,no,
Jordan Nails,,nails,2010 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 489-9224,,,,,,,,unverified,unknown,https://www.yelp.com/biz/jordan-nails-chicago,,,no,
Juko Nail & Skin Rescue,,nails,2130 W Division St,60622,Wicker Park / Ukrainian Village,(773) 772-2990,http://www.jukochicago.com,,,,jukodivision@gmail.com,,,unverified,unknown,http://www.jukochicago.com,4.7,227,no,"Site profiles one esthetician (Mary) but yelp copy references multiple licensed nail/skin technicians by role, not name, true roster size unconfirmed."
Lash O Holics,,lash and brow,2109 W Division St,60622,Wicker Park / Ukrainian Village,(312) 626-4025,,,,,,,,unverified,booksy,https://booksy.com/en-us/313961_lashoholics-inc_brows-lashes_18229_chicago#ba_s=sh_1,4.8,251,no,"Yelp history states ""2nd year in business"", relatively new location; Website listed on Yelp (eyelashpermchicago.com) looks like a different business; removed"
Lavish Touch Ib,,beauty and wellness,2306 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(267) 880-9525,https://www.lavish-touchib.com,,,,lavishtouchib@gmail.com,@lavish___touch_i.b,,unverified,unknown,https://www.lavish-touchib.com,5,48,no,New space coming soon (per Instagram).
Lucky Massage Spa,,beauty and wellness,"1504 N Western Ave, Fl 1",60622,Wicker Park / Ukrainian Village,(312) 823-5863,,,,,,,,unverified,fresha,https://www.fresha.com/lp/en/bt/massage/in/us-chicago/west-garfield-park,3.2,29,no,"Existing Fresha user, payments-attach conversation?"
Luxo Nail Spa,,nails,"1300 N Ashland Ave, Ste 119",60622,Wicker Park / Ukrainian Village,(773) 697-3198,https://luxonailspa1.com,,,,luxonailspawickerpark@gmail.com,@luxonailspa.wickerpark,,unverified,unknown,https://luxonailspa1.com,4.8,1566,no,Strong review base (1566 Google reviews)
Luxuri Nails,,nails,2629 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 701-5606,,,,,,,,unverified,unknown,https://www.yelp.com/biz/luxuri-nails-chicago,,,no,Website listed on Yelp (lakshmihairsalon.com) looks like a different business; removed
Mayra’s Hair Salon,,hair salon,2317 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 634-0099,,,,,,,,unverified,unknown,https://www.yelp.com/biz/mayra-s-hair-salon-chicago,4.7,80,no,
Miniluv Nail Salon,,nails,1310 N Western Ave,60622,Wicker Park / Ukrainian Village,(773) 799-8878,http://miniluvnailsalon.com,,,,,,,unverified,unknown,http://miniluvnailsalon.com,4.6,596,no,Strong review base (596 Google reviews)
NAILaCARTE - Wicker Park,,nails,1821 W North Ave,60622,Wicker Park / Ukrainian Village,(773) 243-1889,https://nailacarte.com/wicker-park,,,,info@nailacarte.com,@nailacarte,,unverified,unknown,https://nailacarte.com/wicker-park/,4.7,201,yes (5),"A gift-card link suggests zenoti, but the Book button destination was not captured; 5-location Chicago nail chain (West Loop, Gold Coast, Wicker Park, River North, Streeterville); site states '100+ staff across network' company-wide with no per-location breakdown."
Nikki's Salon,,lash and brow,746 N Damen Ave,60622,Wicker Park / Ukrainian Village,(773) 687-8022,http://www.nikkisalon.com,,,,contact@nikkisalon.com,@nikkisalonchicago,,unverified,unknown,http://www.nikkisalon.com,4.8,234,no,
OF LAMIMANI,,lash and brow,929 N Damen Ave,60622,Wicker Park / Ukrainian Village,,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/of-lamimani-ug49jie7/all-offer?id=2613984&pId=2531413&rwg_token=AE37R_h2zvMQFnWlSJC4GLLALLIOlbzorBd596IfKBFUF5rvJ5gGK3Q-JlDak7eSqOXNVRaBJN_SDtVTN4Dkzr9rnvZtTpEmHw%3D%3D,4.8,32,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user (Google booking link routes to a Fresha booking page)."
Oasis Face Bar - Wicker Park,,beauty and wellness,2142 W Division,60622,Wicker Park / Ukrainian Village,(773) 394-1720,http://oasisfacebar.com,,,,,,,unverified,zenoti,https://oasisfacebar.zenoti.com/temp_data/tempassetstore/b6beaac6-3891-46fe-9c5d-781c1e6def68/customassetupload/a7139578-5af1-40aa-a1c4-1af38a21ab79.png,5,150,yes (22),Hiring (per website); National franchise (~22 locations across OH/TN/MI/IL/FL/NJ/AZ/NC/TX/MO per website); 2 Chicago locations (Wicker Park + Lincoln Park).
Oxygen Spa Studio,,beauty and wellness,2638 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(312) 846-1047,http://www.oxygenspastudio.com,,,,oxygenspastudio@gmail.com,,,unverified,unknown,http://www.oxygenspastudio.com,4.7,134,no,Massage-focused day spa serving Chicago since 2011 (per Yelp).
Ozone Spa,,beauty and wellness,"2246 W Chicago Ave, Ste 101",60622,Wicker Park / Ukrainian Village,(773) 666-5816,,,,,,,,unverified,unknown,https://www.yelp.com/biz/ozone-spa-chicago,4.5,61,no,
Peony Beauty Studio,,lash and brow,2207 W Chicago Ave,60622,Wicker Park / Ukrainian Village,(773) 747-0977,,,,,,,,unverified,unknown,https://www.yelp.com/biz/peony-beauty-studio-chicago,,,no,"Family-owned waxing studio, opened Nov 2016 (per Yelp); Website listed on Yelp (chicagobodywaxing.com) looks like a different business; removed"
Plush Nail Salon,,nails,1848 W Chicago St,60622,Wicker Park / Ukrainian Village,(773) 360-1129,,,,,,,,unverified,unknown,https://www.yelp.com/biz/plush-nail-salon-chicago,4,127,no,
Pretty Dapper Day Spa & Wax Bar,,nails,818 N California Ave,60622,Wicker Park / Ukrainian Village,(708) 613-5558,,Noelle Curtis,owner,,,,,unverified,unknown,https://www.yelp.com/biz/pretty-dapper-day-spa-and-wax-bar-chicago,,,no,
